5.00,199.00
4.90,181.00
4.70,166.00
4.30,128.00
4.50,149.00
5.20,237.00
5.50,284.00
5.40,265.00
5.20,251.00
5.40,268.00
5.40,283.00
5.40,297.00
6.20,439.00
6.80,561.00
6.70,514.00
6.70,464.00
6.70,451.00
6.50,409.00
6.30,364.00
6.40,392.00
6.30,404.00
6.10,368.00
5.90,387.00
6.10,471.00
6.50,531.00
6.80,612.00
7.00,700.00
6.90,688.00
7.20,805.00
7.40,893.00
6.90,686.00
6.70,538.00
6.80,557.00
7.10,620.00
6.70,526.00
5.70,321.00
5.80,400.00
7.00,710.00
7.30,764.00
6.60,542.00
6.30,458.00
6.40,493.00
6.30,474.00
6.70,627.00
7.00,790.00
6.30,583.00
5.70,364.00
5.90,387.00
6.50,524.00
6.50,546.00
6.20,437.00
5.80,362.00
5.80,362.00
6.10,383.00
6.00,342.00
5.70,275.00
5.30,237.00
6.20,466.00
7.10,748.00
6.90,702.00
7.10,725.00
7.90,978.00
8.00,1010.00
7.70,858.00
7.50,798.00
7.20,718.00
6.60,570.00
6.00,432.00
5.60,335.00
5.30,282.00
5.00,240.00
4.80,202.00
5.00,211.00
5.10,231.00
4.70,193.00
4.10,142.00
4.20,156.00
4.60,210.00
4.60,214.00
4.20,161.00
4.00,127.00
4.10,133.00
4.20,151.00
4.30,161.00
4.40,162.00
4.20,144.00
4.40,149.00
4.40,162.00
4.20,146.00
4.20,135.00
4.30,137.00
4.40,151.00
4.40,167.00
4.60,183.00
4.30,158.00
3.60,86.00
3.10,41.00
2.80,22.00
2.50,5.00
2.50,0.00
2.70,0.00
2.90,0.00
2.70,0.00
2.10,0.00
2.00,0.00
2.50,0.00
2.60,0.00
2.60,0.00
2.60,0.00
2.40,0.00
2.40,0.00
2.70,0.00
2.60,0.00
2.50,0.00
2.50,0.00
2.50,0.00
2.40,0.00
2.40,0.00
2.50,0.00
2.60,0.00
2.70,0.00
2.90,0.00
3.00,0.00
2.90,4.00
2.60,5.00
2.60,1.00
3.00,0.00
3.10,0.00
3.10,0.00
3.00,4.00
2.40,4.00
2.10,0.00
2.40,0.00
2.80,0.00
3.00,0.00
3.10,8.00
2.60,12.00
2.00,4.00
1.60,0.00
1.50,0.00
1.70,0.00
1.90,0.00
2.10,0.00
2.00,0.00
1.90,0.00
1.70,0.00
1.60,0.00
1.90,0.00
2.20,0.00
2.30,0.00
2.30,0.00
2.40,0.00
2.60,0.00
2.80,0.00
2.70,0.00
2.70,0.00
2.60,0.00
2.70,0.00
2.70,0.00
2.80,0.00
3.10,0.00
2.90,0.00
2.60,7.00
2.60,9.00
2.70,14.00
2.60,14.00
2.60,9.00
2.90,16.00
3.30,49.00
4.00,102.00
4.40,133.00
4.40,131.00
4.30,122.00
4.30,126.00
4.10,115.00
3.90,97.00
3.90,101.00
4.10,118.00
4.00,115.00
4.00,106.00
4.00,108.00
3.90,102.00
3.70,82.00
3.50,69.00
3.50,76.00
3.70,95.00
4.00,114.00
4.00,120.00
4.00,122.00
4.00,116.00
3.70,102.00
3.80,115.00
4.20,140.00
4.30,134.00
4.30,132.00
4.40,157.00
4.60,178.00
4.60,168.00
4.60,170.00
4.70,186.00
4.90,208.00
5.30,247.00
5.40,263.00
5.60,284.00
5.80,313.00
6.00,333.00
6.10,342.00
6.30,378.00
6.30,401.00
6.10,393.00
6.30,425.00
6.40,450.00
6.50,506.00
6.90,603.00
7.10,624.00
6.70,541.00
6.00,453.00
5.60,371.00
5.50,343.00
6.10,466.00
6.30,526.00
6.40,573.00
7.00,734.00
6.80,659.00
6.60,563.00
7.00,671.00
7.30,794.00
7.20,788.00
6.80,685.00
6.70,645.00
6.70,655.00
6.40,587.00
5.90,440.00
6.00,442.00
6.60,638.00
7.30,916.00
7.40,976.00
7.20,853.00
6.90,737.00
6.80,725.00
7.40,992.00
7.60,1116.00
7.40,1028.00
7.20,919.00
6.70,666.00
6.90,670.00
8.10,1063.00
8.30,1329.00
8.40,1424.00
8.90,1574.00
8.70,1437.00
9.10,1491.00
10.80,1932.00
10.80,2021.00
9.80,1896.00
9.10,1624.00
8.50,1354.00
9.00,1456.00
9.70,1709.00
10.00,1880.00
10.00,1906.00
9.30,1704.00
8.40,1409.00
7.90,1206.00
8.00,1216.00
8.50,1422.00
8.60,1448.00
8.60,1459.00
8.80,1560.00
8.20,1285.00
7.40,928.00
7.30,868.00
7.20,860.00
7.30,903.00
7.20,899.00
6.90,825.00
6.70,734.00
6.80,700.00
6.50,633.00
6.00,510.00
6.20,574.00
6.60,659.00
6.80,701.00
6.90,774.00
7.30,963.00
7.40,976.00
6.90,771.00
6.40,557.00
5.70,387.00
5.90,444.00
6.30,549.00
6.70,685.00
7.10,793.00
7.40,938.00
7.70,1089.00
7.40,1012.00
7.00,869.00
6.60,698.00
6.20,546.00
6.00,505.00
6.30,600.00
6.60,666.00
6.30,536.00
5.70,370.00
5.00,261.00
4.80,209.00
4.80,205.00
5.20,272.00
5.70,355.00
5.50,325.00
5.60,371.00
6.10,473.00
6.50,579.00
6.90,733.00
7.10,863.00
7.10,873.00
7.10,830.00
7.60,1026.00
7.90,1127.00
7.50,920.00
7.00,724.00
7.00,746.00
7.20,870.00
7.50,983.00
7.50,1003.00
7.30,919.00
7.40,925.00
7.50,957.00
7.40,887.00
7.10,799.00
7.10,820.00
6.80,733.00
6.20,537.00
5.90,462.00
6.20,517.00
6.40,555.00
6.30,525.00
6.50,613.00
6.70,710.00
6.20,559.00
6.00,438.00
5.50,346.00
5.40,342.00
6.00,466.00
6.30,528.00
6.20,515.00
6.10,510.00
6.50,604.00
6.70,670.00
6.80,716.00
6.70,683.00
6.70,646.00
6.50,593.00
6.00,456.00
5.60,377.00
5.60,353.00
5.80,375.00
5.90,403.00
6.00,430.00
6.20,476.00
6.30,509.00
6.40,534.00
6.10,487.00
5.80,403.00
5.90,413.00
6.10,469.00
5.80,432.00
5.30,312.00
5.60,367.00
6.20,481.00
5.80,426.00
5.90,436.00
6.10,485.00
5.40,352.00
5.00,231.00
5.30,277.00
5.40,305.00
5.80,424.00
6.50,582.00
6.40,551.00
5.90,447.00
5.90,480.00
6.30,574.00
6.20,550.00
6.30,644.00
6.20,571.00
5.60,342.00
5.10,281.00
5.00,272.00
5.20,288.00
5.40,317.00
5.80,363.00
6.20,463.00
6.50,608.00
6.70,713.00
6.40,662.00
6.10,513.00
6.00,479.00
6.20,516.00
6.30,546.00
6.40,582.00
6.40,562.00
6.50,533.00
6.70,605.00
6.60,601.00
6.30,494.00
6.20,481.00
6.30,493.00
6.70,607.00
6.90,698.00
6.40,590.00
6.20,517.00
6.00,476.00
5.50,367.00
5.40,375.00
5.60,420.00
5.00,277.00
4.80,197.00
4.80,209.00
4.30,161.00
4.20,141.00
4.00,132.00
4.30,173.00
4.90,249.00
4.80,228.00
4.70,211.00
5.10,272.00
5.50,345.00
6.10,456.00
6.30,494.00
5.90,435.00
5.80,425.00
6.20,484.00
6.40,533.00
6.10,474.00
5.90,410.00
5.90,424.00
6.00,458.00
6.30,517.00
6.30,513.00
5.70,384.00
5.60,339.00
6.00,400.00
6.00,405.00
5.80,361.00
5.70,346.00
5.40,310.00
5.10,251.00
5.20,267.00
5.50,313.00
5.30,294.00
4.80,222.00
4.10,137.00
3.70,80.00
4.20,127.00
4.30,141.00
3.80,85.00
4.00,104.00
4.20,137.00
4.30,141.00
4.40,159.00
4.00,111.00
3.50,49.00
3.80,72.00
4.40,162.00
4.60,201.00
4.10,148.00
3.60,95.00
3.30,53.00
3.50,62.00
3.80,96.00
3.90,99.00
3.90,95.00
3.90,97.00
3.90,100.00
3.90,102.00
4.00,104.00
4.20,134.00
4.80,203.00
5.20,250.00
5.20,242.00
5.00,220.00
5.00,229.00
5.20,242.00
4.80,199.00
4.40,152.00
4.70,195.00
5.40,270.00
5.60,290.00
5.30,255.00
4.80,192.00
4.50,149.00
4.60,167.00
4.80,190.00
4.60,174.00
4.30,141.00
4.20,131.00
4.50,160.00
4.90,192.00
4.90,193.00
4.50,153.00
4.00,107.00
3.80,93.00
3.60,82.00
3.40,65.00
3.00,42.00
2.90,21.00
2.80,13.00
2.70,9.00
2.60,5.00
2.50,0.00
2.40,0.00
1.90,0.00
1.60,0.00
1.70,0.00
1.90,0.00
2.30,0.00
2.20,0.00
1.50,0.00
1.10,0.00
1.40,0.00
1.70,0.00
2.00,0.00
2.00,0.00
1.90,0.00
1.90,0.00
2.10,0.00
2.20,0.00
2.20,0.00
2.30,0.00
2.10,0.00
1.80,0.00
1.90,0.00
2.20,0.00
2.00,0.00
1.30,0.00
0.60,0.00
0.90,0.00
1.80,0.00
1.90,0.00
1.60,0.00
1.50,0.00
1.80,0.00
1.80,0.00
1.40,0.00
1.00,0.00
1.10,0.00
1.40,0.00
1.50,0.00
1.60,0.00
1.30,0.00
0.90,0.00
0.60,0.00
0.40,0.00
0.50,0.00
0.50,0.00
0.90,0.00
1.10,0.00
1.10,0.00
1.40,0.00
1.10,0.00
1.00,0.00
1.00,0.00
0.70,0.00
0.60,0.00
0.70,0.00
0.50,0.00
0.40,0.00
0.30,0.00
0.20,0.00
0.00,0.00
0.20,0.00
0.40,0.00
0.80,0.00
0.80,0.00
0.50,0.00
0.30,0.00
0.50,0.00
0.80,0.00
0.90,0.00
0.70,0.00
0.30,0.00
0.50,0.00
1.30,0.00
2.20,0.00
2.60,0.00
2.60,0.00
2.20,0.00
1.50,0.00
1.50,0.00
2.10,0.00
2.30,0.00
2.30,0.00
2.50,0.00
2.60,0.00
2.90,0.00
3.20,0.00
3.30,0.00
3.10,0.00
3.10,0.00
2.90,0.00
2.50,0.00
2.30,0.00
2.30,0.00
2.40,0.00
2.20,0.00
2.30,0.00
3.00,0.00
3.10,0.00
2.40,0.00
1.70,0.00
1.70,0.00
1.70,0.00
1.40,0.00
1.70,0.00
2.50,0.00
2.60,0.00
2.40,0.00
2.10,0.00
2.20,0.00
2.10,0.00
1.30,0.00
1.50,0.00
2.60,0.00
3.30,8.00
2.70,11.00
2.30,2.00
2.70,0.00
2.90,0.00
2.60,0.00
2.40,0.00
2.90,0.00
3.10,4.00
2.90,4.00
2.90,2.00
3.70,76.00
5.00,200.00
5.70,295.00
6.00,414.00
6.20,507.00
6.10,489.00
6.40,537.00
6.80,577.00
6.30,495.00
5.70,369.00
5.30,251.00
4.50,150.00
3.10,42.00
2.10,2.00
1.90,0.00
2.20,0.00
3.40,4.00
4.20,66.00
4.10,124.00
3.70,99.00
3.10,53.00
2.30,17.00
1.60,0.00
2.20,0.00
3.40,7.00
3.40,23.00
2.80,16.00
3.00,0.00
3.90,2.00
4.10,30.00
3.80,65.00
3.20,46.00
2.00,8.00
1.30,0.00
1.40,0.00
1.20,0.00
1.00,0.00
1.30,0.00
2.00,0.00
2.80,0.00
3.40,26.00
3.70,82.00
3.80,111.00
4.10,144.00
4.80,208.00
4.90,211.00
4.40,171.00
3.80,123.00
3.00,54.00
2.20,9.00
1.80,0.00
1.80,0.00
1.80,0.00
2.00,0.00
2.30,0.00
2.40,0.00
2.60,0.00
2.80,0.00
2.90,0.00
2.50,0.00
1.60,0.00
1.20,0.00
1.50,0.00
1.40,0.00
1.20,0.00
1.20,0.00
1.40,0.00
1.80,0.00
2.30,0.00
2.50,0.00
2.90,0.00
3.00,2.00
3.10,19.00
3.30,40.00
3.10,28.00
2.80,7.00
2.00,2.00
1.60,0.00
2.30,0.00
2.30,0.00
1.70,0.00
1.70,0.00
2.30,0.00
2.70,0.00
2.60,0.00
2.50,0.00
2.60,0.00
2.90,0.00
3.00,0.00
2.40,1.00
2.10,0.00
2.50,0.00
2.20,0.00
1.70,0.00
1.10,0.00
0.60,0.00
0.60,0.00
0.70,0.00
1.00,0.00
1.20,0.00
1.30,0.00
1.70,0.00
2.10,0.00
2.20,0.00
2.20,0.00
2.40,0.00
2.60,0.00
2.70,0.00
2.90,0.00
3.40,20.00
3.10,25.00
2.00,5.00
1.70,0.00
1.40,0.00
1.10,0.00
1.50,0.00
2.00,0.00
2.10,0.00
2.10,0.00
1.90,0.00
1.50,0.00
0.70,0.00
0.30,0.00
0.40,0.00
0.70,0.00
1.10,0.00
1.40,0.00
1.70,0.00
1.70,0.00
1.50,0.00
1.10,0.00
0.60,0.00
0.70,0.00
1.00,0.00
1.00,0.00
1.20,0.00
1.30,0.00
1.60,0.00
1.90,0.00
1.90,0.00
2.20,0.00
2.90,0.00
3.10,0.00
2.70,0.00
2.80,0.00
3.20,0.00
3.20,5.00
2.90,8.00
2.90,8.00
2.90,11.00
3.20,35.00
3.70,69.00
4.00,105.00
4.40,145.00
4.50,151.00
4.00,112.00
3.60,76.00
3.80,86.00
4.20,116.00
4.50,144.00
4.70,173.00
4.80,183.00
4.50,157.00
4.40,143.00
4.30,141.00
4.20,124.00
4.10,117.00
4.20,132.00
4.40,142.00
4.40,138.00
4.50,130.00
4.70,149.00
4.80,168.00
5.00,179.00
5.20,205.00
5.50,237.00
5.70,271.00
5.90,284.00
6.00,292.00
6.00,301.00
5.80,277.00
5.50,244.00
5.50,242.00
5.50,235.00
5.40,221.00
5.30,217.00
5.20,219.00
5.20,216.00
5.00,185.00
4.50,134.00
4.20,108.00
4.10,100.00
3.90,70.00
3.60,42.00
3.40,45.00
3.60,62.00
3.50,60.00
3.40,61.00
3.80,90.00
4.50,139.00
5.00,180.00
5.00,194.00
5.10,214.00
5.40,234.00
5.30,217.00
5.00,185.00
5.00,188.00
5.20,203.00
5.50,232.00
5.80,278.00
6.30,354.00
6.70,428.00
6.70,432.00
6.50,394.00
6.30,373.00
6.20,384.00
6.10,391.00
6.10,373.00
6.20,388.00
6.60,459.00
6.70,516.00
6.70,535.00
6.70,527.00
6.70,523.00
6.60,500.00
6.50,460.00
6.60,456.00
6.70,495.00
6.70,511.00
6.80,527.00
6.90,576.00
7.00,576.00
7.10,545.00
7.10,542.00
7.00,537.00
6.90,537.00
7.00,566.00
7.00,588.00
7.00,590.00
6.60,534.00
6.40,468.00
6.40,452.00
6.30,446.00
6.40,457.00
6.50,470.00
6.50,469.00
6.40,472.00
6.30,470.00
6.40,499.00
6.60,543.00
6.70,543.00
6.70,506.00
6.70,492.00
6.60,456.00
6.40,416.00
6.30,395.00
6.00,340.00
5.90,320.00
6.00,355.00
6.30,423.00
6.40,457.00
6.30,454.00
6.40,487.00
6.40,503.00
6.10,449.00
5.90,405.00
5.90,419.00
6.20,490.00
6.40,543.00
6.50,576.00
6.60,564.00
6.50,483.00
6.50,464.00
6.20,459.00
5.90,437.00
6.10,468.00
6.70,575.00
6.90,633.00
6.90,626.00
7.30,634.00
7.30,620.00
7.10,629.00
6.80,645.00
6.60,660.00
6.50,664.00
6.80,670.00
7.30,698.00
7.50,744.00
7.70,840.00
7.60,894.00
7.20,835.00
7.10,781.00
7.50,837.00
7.80,860.00
7.70,827.00
7.80,852.00
8.00,932.00
8.30,1066.00
8.40,1188.00
8.40,1261.00
8.40,1264.00
8.20,1149.00
7.80,993.00
7.60,888.00
7.40,809.00
7.20,687.00
7.30,575.00
7.40,607.00
7.30,655.00
7.20,622.00
6.90,576.00
6.30,521.00
6.30,556.00
6.60,636.00
6.50,609.00
6.10,487.00
5.90,389.00
5.90,374.00
5.90,396.00
5.70,370.00
5.20,285.00
4.70,209.00
4.40,180.00
4.70,209.00
5.00,254.00
5.30,317.00
6.00,443.00
6.40,548.00
6.30,507.00
6.10,447.00
5.80,390.00
5.60,327.00
5.80,368.00
6.20,457.00
5.90,421.00
5.40,282.00
4.90,207.00
4.40,148.00
3.70,81.00
2.90,29.00
2.20,3.00
2.20,0.00
2.70,0.00
3.20,14.00
3.40,51.00
3.10,57.00
3.20,54.00
3.30,55.00
3.10,43.00
3.20,37.00
3.20,29.00
2.80,15.00
2.60,2.00
2.70,0.00
2.20,0.00
1.80,0.00
2.20,0.00
2.50,0.00
2.40,0.00
2.80,2.00
3.20,24.00
2.90,24.00
2.30,2.00
2.20,0.00
2.70,1.00
3.20,15.00
3.40,62.00
3.40,76.00
2.50,28.00
2.20,0.00
3.40,14.00
3.90,63.00
3.50,72.00
3.10,61.00
3.40,80.00
3.50,76.00
3.40,47.00
3.10,26.00
2.90,21.00
2.50,9.00
2.10,0.00
2.50,0.00
3.30,4.00
3.00,10.00
2.30,6.00
2.60,0.00
3.50,12.00
3.60,57.00
3.40,95.00
3.40,77.00
3.30,57.00
3.60,106.00
4.10,138.00
4.10,128.00
3.50,76.00
2.90,11.00
3.10,1.00
3.30,28.00
3.70,101.00
4.40,174.00
4.10,144.00
3.40,78.00
3.50,82.00
4.40,169.00
4.80,194.00
3.90,94.00
3.10,20.00
2.80,0.00
3.40,41.00
3.60,76.00
3.10,54.00
3.40,73.00
3.80,81.00
3.50,56.00
3.60,76.00
4.00,118.00
4.10,128.00
3.20,61.00
2.40,5.00
2.50,0.00
2.80,0.00
3.10,14.00
2.80,19.00
2.50,5.00
2.80,1.00
3.00,21.00
3.30,54.00
3.50,69.00
3.70,76.00
3.70,70.00
3.50,53.00
3.50,54.00
3.40,47.00
3.10,28.00
3.10,26.00
3.40,49.00
3.70,77.00
4.20,114.00
4.90,172.00
5.50,229.00
5.80,261.00
5.90,275.00
5.70,266.00
5.60,244.00
6.10,286.00
6.50,330.00
6.70,364.00
6.90,418.00
6.90,436.00
6.90,438.00
6.90,459.00
6.90,479.00
6.80,461.00
6.90,435.00
6.90,437.00
6.80,460.00
6.90,497.00
6.70,476.00
6.20,389.00
6.10,342.00
6.40,364.00
6.80,435.00
7.20,520.00
7.20,541.00
7.20,536.00
7.10,531.00
7.00,510.00
7.10,528.00
7.10,546.00
7.20,567.00
7.80,668.00
8.30,768.00
8.30,823.00
8.40,874.00
8.50,941.00
8.70,1052.00
8.70,1111.00
8.70,1083.00
8.70,1016.00
8.50,939.00
8.20,895.00
8.10,881.00
8.00,842.00
7.70,784.00
7.30,704.00
7.20,628.00
7.20,610.00
7.40,666.00
7.90,750.00
8.00,778.00
7.80,721.00
7.50,631.00
7.40,578.00
7.30,545.00
7.20,525.00
7.20,538.00
7.40,586.00
7.50,617.00
7.30,590.00
7.00,537.00
7.00,504.00
7.00,492.00
6.80,462.00
6.50,416.00
6.40,374.00
6.30,355.00
6.50,383.00
6.60,411.00
6.50,394.00
6.50,374.00
6.60,396.00
6.50,418.00
6.40,401.00
6.60,362.00
6.60,324.00
6.20,301.00
5.90,281.00
5.60,251.00
5.50,243.00
5.70,261.00
5.90,307.00
6.20,378.00
6.60,427.00
7.00,498.00
7.40,612.00
7.50,663.00
7.30,656.00
7.30,670.00
7.50,691.00
7.40,657.00
7.20,589.00
7.30,582.00
7.40,612.00
7.50,659.00
7.70,739.00
7.70,792.00
7.70,774.00
7.80,741.00
7.80,741.00
7.80,746.00
7.80,772.00
7.90,789.00
7.50,712.00
7.00,610.00
6.80,581.00
6.90,602.00
7.20,640.00
7.40,639.00
7.30,588.00
7.00,536.00
6.70,493.00
6.50,450.00
6.40,424.00
6.20,414.00
6.10,397.00
6.10,392.00
6.20,389.00
6.00,363.00
5.80,355.00
6.00,386.00
6.10,406.00
6.10,387.00
6.10,367.00
6.10,357.00
6.00,358.00
6.00,377.00
6.10,392.00
6.20,379.00
6.10,333.00
6.00,300.00
5.70,272.00
5.40,239.00
5.50,247.00
5.80,268.00
5.80,278.00
5.60,286.00
5.40,284.00
5.50,301.00
5.50,308.00
5.20,275.00
4.90,245.00
4.60,225.00
4.80,215.00
5.50,255.00
5.90,335.00
5.80,394.00
5.90,437.00
6.10,464.00
6.20,476.00
6.30,494.00
6.40,483.00
6.50,486.00
6.50,522.00
6.50,500.00
6.70,454.00
6.80,444.00
6.80,462.00
6.70,494.00
6.40,468.00
6.30,430.00
6.40,424.00
6.40,386.00
6.30,323.00
6.10,266.00
5.70,230.00
5.40,218.00
5.20,210.00
5.20,198.00
5.00,187.00
5.00,192.00
5.30,229.00
5.30,237.00
4.70,191.00
4.10,136.00
3.80,113.00
4.10,149.00
4.40,181.00
4.10,138.00
3.70,95.00
4.00,113.00
4.50,155.00
4.70,167.00
4.80,169.00
5.10,198.00
5.10,217.00
5.10,217.00
5.10,211.00
5.30,240.00
5.50,272.00
5.40,270.00
5.40,275.00
5.80,358.00
6.20,452.00
6.50,498.00
7.00,661.00
7.10,714.00
6.80,603.00
6.80,576.00
6.70,573.00
6.40,505.00
6.70,576.00
7.10,673.00
6.90,645.00
6.80,627.00
6.60,564.00
6.30,475.00
6.40,481.00
6.50,520.00
6.40,484.00
6.30,442.00
6.50,468.00
7.00,628.00
7.00,686.00
6.70,582.00
6.50,498.00
6.30,446.00
6.40,494.00
6.90,620.00
7.10,622.00
6.60,515.00
6.20,456.00
6.30,462.00
6.40,470.00
5.80,374.00
5.40,282.00
5.70,317.00
5.80,319.00
5.60,300.00
6.00,384.00
6.00,389.00
5.60,333.00
5.70,346.00
5.00,246.00
4.80,209.00
5.60,321.00
5.20,265.00
4.50,163.00
4.30,157.00
4.90,224.00
5.60,308.00
5.70,344.00
5.60,322.00
4.90,237.00
4.50,184.00
5.10,238.00
5.50,265.00
5.50,277.00
5.80,345.00
6.00,343.00
6.00,350.00
5.80,328.00
5.70,319.00
6.20,435.00
6.50,488.00
6.10,411.00
5.40,282.00
5.30,259.00
6.20,400.00
6.50,473.00
6.30,445.00
6.60,507.00
6.50,477.00
6.00,359.00
6.10,345.00
6.30,431.00
6.30,487.00
5.70,374.00
6.10,414.00
7.00,627.00
7.40,701.00
7.20,613.00
7.10,591.00
7.30,654.00
7.40,671.00
6.80,511.00
6.30,366.00
5.70,295.00
5.60,281.00
6.10,350.00
6.50,424.00
6.80,509.00
6.80,495.00
6.80,456.00
6.70,435.00
6.50,423.00
6.90,511.00
7.50,676.00
7.90,775.00
8.10,828.00
8.30,934.00
8.30,959.00
7.80,834.00
7.20,637.00
7.10,557.00
7.60,657.00
7.30,658.00
6.70,586.00
7.20,727.00
7.90,886.00
7.90,868.00
7.80,852.00
7.80,888.00
8.10,1006.00
8.60,1173.00
9.10,1346.00
9.30,1430.00
9.10,1378.00
9.10,1349.00
9.20,1365.00
9.30,1368.00
9.60,1413.00
9.90,1465.00
9.90,1425.00
9.40,1271.00
8.60,1055.00
8.00,870.00
7.60,739.00
7.40,669.00
7.50,668.00
7.60,700.00
7.50,703.00
7.00,595.00
6.40,438.00
6.40,394.00
6.90,464.00
7.30,531.00
7.20,515.00
6.70,448.00
6.10,377.00
5.80,348.00
6.00,370.00
6.30,404.00
6.70,481.00
7.10,572.00
7.40,733.00
7.80,920.00
8.30,1117.00
9.00,1333.00
9.20,1409.00
8.90,1369.00
8.60,1236.00
8.50,1152.00
8.70,1189.00
8.80,1209.00
8.80,1228.00
9.00,1247.00
9.10,1279.00
9.10,1308.00
8.90,1238.00
8.50,1068.00
8.00,914.00
7.90,843.00
8.10,858.00
8.30,942.00
8.50,1025.00
8.60,1045.00
8.40,978.00
8.10,925.00
8.20,972.00
8.40,1011.00
8.30,971.00
8.20,929.00
8.30,972.00
8.60,1098.00
